sample_id,grid_id,latitude,longitude,Ni_pct,Fe_pct,Co_pct,MgO_pct,SiO2_pct,zone,qc_flag
SH15722,H1572,0.848232,129.141826,0.518,16.95,0.015,22.89,30.48,saprolite,valid
SH15731,H1573,0.850391,129.164959,0.185,18.22,0.019,2.89,57.15,soil,valid
SH15732,H1573,0.851493,129.156247,0.056,7.96,0.013,47.03,43.83,bedrock,valid
SH15741,H1574,0.843505,129.17592,1.013,16.64,0.029,17.53,36.12,saprolite,valid
SH15742,H1574,0.846348,129.180211,1.05,42.53,0.062,2.71,31.69,limonite,valid
SH15751,H1575,0.849279,129.193557,0.896,25.62,0.022,22.59,33.2,saprolite,valid
SH15752,H1575,0.85092,129.194027,0.912,38.46,0.082,5.62,35.15,limonite,valid
SH15761,H1576,0.844789,129.205529,1.88,15.13,0.036,22.36,31.76,saprolite,valid
SH15762,H1576,0.84573,129.205825,1.556,25.2,0.046,21.84,37.5,saprolite,valid
SH15771,H1577,0.84518,129.221383,0.46,44.33,0.028,2.14,43.98,limonite,valid
SH15772,H1577,0.848773,129.221,0.603,20.5,0.047,15.76,36.94,saprolite,valid
SH15781,H1578,0.844312,129.235733,0.475,21.84,0.041,20.7,38.9,saprolite,valid
SH15782,H1578,0.846981,129.235842,0.589,17.4,0.026,15.18,37.26,saprolite,valid
SH15791,H1579,0.846714,129.259468,0.97,22.66,0.06,11.23,43.84,transition,valid
SH15792,H1579,0.847153,129.257744,0.922,32.47,0.052,12.12,39.32,transition,valid
SH15801,H1580,0.852544,129.267804,0.621,38.41,0.093,5.02,44.25,limonite,valid
SH15802,H1580,0.84715,129.273757,0.349,11.76,0.013,8.42,49.21,soil,valid
SH15811,H1581,0.846378,129.288544,0.238,17.44,0.008,2.47,50.03,soil,valid
SH15812,H1581,0.843235,129.285003,0.523,22.53,0.014,2.68,55.68,soil,valid
SH15821,H1582,0.843351,129.307526,1.058,24.03,0.01,23.46,37.81,saprolite,valid
SH15822,H1582,0.846215,129.305339,0.654,43.18,0.027,4.82,42.01,limonite,valid
SH15831,H1583,0.851106,129.318858,1.25,12.74,0.012,19.29,34.59,saprolite,valid
SH15832,H1583,0.852275,129.319236,1.298,38.72,0.071,6.82,44.7,limonite,valid
SH15841,H1584,0.851434,129.336413,0.122,8.11,0.01,42.96,38.42,bedrock,valid
SH15842,H1584,0.849623,129.333689,0.312,45.27,0.074,5.42,34.45,limonite,valid
SH15851,H1585,0.850829,129.349865,0.964,18.49,0.016,7.57,49.89,soil,valid
SH15852,H1585,0.848659,129.355923,0.445,10.25,0.011,3.54,55.27,soil,valid
SH15861,H1586,0.850481,129.364476,0.158,24.93,0.046,11.47,42.18,transition,valid
SH15862,H1586,0.843507,129.367605,0.623,15.64,0.009,7.53,56.27,soil,valid
SH15871,H1587,0.846142,129.385423,0.543,39.59,0.091,6.63,30.57,limonite,valid
SH15872,H1587,0.845403,129.381557,0.577,47.24,0.032,5.13,34.19,limonite,valid
SH15881,H1588,0.849212,129.398624,0.255,9.83,0.008,45.64,38.59,bedrock,valid
SH15882,H1588,0.843375,129.401207,0.238,47.66,0.044,3.69,37.9,limonite,valid
SH15891,H1589,0.850565,129.418248,0.86,36.19,0.031,3.01,39.17,limonite,valid
SH15892,H1589,0.843685,129.420569,0.967,41.36,0.076,2.64,31.58,limonite,valid
SH15901,H1590,0.844758,129.429054,0.757,44.49,0.056,7.92,37.43,limonite,valid
SH15902,H1590,0.846036,129.436515,0.451,41.12,0.093,5.64,32.23,limonite,valid
SH15911,H1591,0.850248,129.447448,0.344,18.51,0.011,6.22,53.5,soil,valid
SH15912,H1591,0.851573,129.44643,0.064,9.55,0.011,41.27,42.08,bedrock,valid
SH15921,H1592,0.847629,129.465353,0.01,31.68,0.041,9.36,35.33,transition,valid
SH15922,H1592,0.846037,129.46006,0.101,42.69,0.022,5.52,43.95,limonite,valid
SH15931,H1593,0.848218,129.483319,0.306,18.07,0.013,9.19,47.95,soil,valid
SH15932,H1593,0.843585,129.481076,0.229,45.42,0.083,2.61,36.48,limonite,valid
SH15941,H1594,0.84713,129.493969,1.125,20.36,0.021,5.47,55.04,soil,valid
SH15942,H1594,0.844239,129.491705,1.096,23.97,0.04,23.79,29.52,saprolite,valid
SH15951,H1595,0.844786,129.513643,0.99,37.14,0.072,2.64,34.96,limonite,valid
SH15952,H1595,0.846806,129.513521,1.137,23.95,0.03,13.84,37.29,transition,valid
SH15961,H1596,0.843979,129.532152,0.116,14.02,0.022,2.43,52.63,soil,valid
SH15962,H1596,0.848946,129.527267,0.01,35.18,0.036,6.17,40.62,limonite,valid
SH15971,H1597,0.847344,129.539004,1.724,23.49,0.049,20.5,32.93,saprolite,valid
SH15972,H1597,0.846472,129.548562,1.008,21.64,0.023,12.74,45.19,transition,valid
SH15981,H1598,0.849036,129.555239,1.736,26.73,0.028,27.2,38.79,saprolite,valid
SH15982,H1598,0.843272,129.561966,1.827,27.23,0.034,19.81,31.34,saprolite,valid
SH15991,H1599,0.852335,129.57639,0.799,49.85,0.072,4.6,36.02,limonite,valid
SH15992,H1599,0.846331,129.572266,0.602,27.38,0.037,17.94,47.27,transition,valid
SH16001,H1600,0.843052,129.588203,1.132,20.65,0.06,15.9,35.23,transition,valid
SH16002,H1600,0.849059,129.591245,0.387,10.88,0.025,5.16,54.67,soil,valid
SH16011,H1601,0.863863,128.011845,0.486,44.27,0.067,6.84,44.77,limonite,valid
SH16012,H1601,0.864424,128.009191,0.518,22.14,0.024,9.26,57.69,soil,valid
SH16021,H1602,0.861372,128.026282,0.01,38.69,0.058,2.99,42.04,limonite,valid
SH16022,H1602,0.860915,128.027159,0.01,21.95,0.024,6.17,49.66,soil,valid
SH16031,H1603,0.862876,128.039021,0.959,28.09,0.047,17.47,45.63,transition,valid
SH16032,H1603,0.867956,128.044501,1.419,33.82,0.057,16.13,37.52,transition,valid
SH16041,H1604,0.864305,128.055236,0.702,36.96,0.041,4.79,33.2,limonite,valid
SH16042,H1604,0.859198,128.056574,0.999,12.33,0.034,15.58,37.19,saprolite,valid
SH16051,H1605,0.866991,128.07601,0.913,19.47,0.014,3.53,46.21,soil,valid
SH16052,H1605,0.864371,128.068768,1.015,25.96,0.026,28.41,33.23,saprolite,valid
SH16061,H1606,0.86356,128.08902,1.711,45.85,0.042,3.58,43.97,limonite,valid
SH16062,H1606,0.86492,128.084371,1.701,42.57,0.063,2.65,40.53,limonite,valid
SH16071,H1607,0.867748,128.106563,1.768,11.54,0.009,9.82,59.97,soil,valid
SH16072,H1607,0.864984,128.108146,1.216,22.21,0.015,10.48,42.02,transition,valid
SH16081,H1608,0.860972,128.119913,0.01,17.1,0.032,18.24,29.53,saprolite,valid
SH16082,H1608,0.864144,128.119221,0.301,35.85,0.081,7.95,39.38,limonite,valid
SH16091,H1609,0.86866,128.132862,0.581,24.0,0.006,6.01,46.04,soil,valid
SH16092,H1609,0.86355,128.140056,0.972,23.31,0.014,22.01,33.98,saprolite,valid
SH16101,H1610,0.859573,128.155989,0.934,45.33,0.096,4.81,33.17,limonite,valid
SH16102,H1610,0.864401,128.155086,0.554,47.36,0.027,1.85,34.16,limonite,valid
SH16111,H1611,0.865134,128.167763,0.273,16.7,0.014,4.7,52.93,soil,valid
SH16112,H1611,0.860284,128.169454,0.078,12.01,0.008,3.75,50.69,soil,valid
SH16121,H1612,0.867795,128.179532,1.133,46.2,0.054,3.55,43.41,limonite,valid
SH16122,H1612,0.863938,128.184648,0.373,19.28,0.015,4.36,55.45,soil,valid
SH16131,H1613,0.868696,128.201299,1.86,17.25,0.012,9.57,46.09,soil,valid
SH16132,H1613,0.864851,128.200395,2.191,12.29,0.044,15.26,30.68,saprolite,valid
SH16141,H1614,0.859048,128.213123,0.01,14.78,0.014,8.37,53.6,soil,valid
SH16142,H1614,0.86159,128.217434,0.234,10.07,0.013,46.44,47.18,bedrock,valid
SH16151,H1615,0.860522,128.234983,0.981,49.55,0.061,1.72,44.54,limonite,valid
SH16152,H1615,0.859506,128.227448,0.688,26.72,0.044,11.54,46.31,transition,valid
SH16161,H1616,0.865576,128.248996,0.01,11.93,0.014,7.97,56.31,soil,valid
SH16162,H1616,0.867613,128.246485,0.18,11.3,0.011,38.93,41.08,bedrock,valid
SH16171,H1617,0.86079,128.26552,0.758,46.91,0.08,6.41,32.72,limonite,valid
SH16172,H1617,0.865168,128.262638,0.442,20.07,0.03,18.02,38.62,saprolite,valid
SH16181,H1618,0.864438,128.280549,1.696,48.49,0.09,3.22,40.45,limonite,valid
SH16182,H1618,0.861447,128.279778,1.744,49.8,0.051,3.41,43.09,limonite,valid
SH16191,H1619,0.8664,128.294308,1.163,46.99,0.088,4.83,38.77,limonite,valid
SH16192,H1619,0.859254,128.298362,1.253,37.93,0.033,1.49,44.62,limonite,valid
SH16201,H1620,0.859414,128.316151,1.076,47.9,0.066,5.31,39.35,limonite,valid
SH16202,H1620,0.859028,128.314124,1.243,17.35,0.04,18.77,34.6,saprolite,valid
SH16211,H1621,0.868067,128.329114,0.846,44.8,0.081,4.21,43.59,limonite,valid
SH16212,H1621,0.868593,128.325502,0.761,41.17,0.067,1.35,40.47,limonite,valid
SH16221,H1622,0.868549,128.342513,0.74,32.67,0.069,15.37,41.73,transition,valid
SH16222,H1622,0.868577,128.343092,0.637,39.81,0.066,2.98,43.08,limonite,valid
SH16231,H1623,0.868017,128.357813,0.238,39.27,0.076,3.33,32.82,limonite,valid
SH16232,H1623,0.861805,128.356845,0.537,14.18,0.041,22.63,33.97,saprolite,valid
SH16241,H1624,0.859554,128.37639,0.59,37.88,0.099,6.89,42.55,limonite,valid
SH16242,H1624,0.863348,128.377263,0.715,37.98,0.039,3.98,39.14,limonite,valid
SH16251,H1625,0.85949,128.387568,2.067,21.65,0.017,21.83,37.27,saprolite,valid
SH16252,H1625,0.866828,128.393957,1.656,47.39,0.087,4.47,39.91,limonite,valid
SH16261,H1626,0.864775,128.408695,0.343,15.67,0.017,4.98,59.5,soil,valid
SH16262,H1626,0.862749,128.411401,0.053,10.62,0.021,8.19,51.72,soil,valid
SH16271,H1627,0.859437,128.420855,0.497,13.27,0.026,25.89,34.33,saprolite,valid
SH16272,H1627,0.860626,128.420437,0.384,23.85,0.017,5.26,58.14,soil,valid
SH16281,H1628,0.861175,128.443475,0.785,27.2,0.02,19.31,39.53,saprolite,valid
SH16282,H1628,0.865742,128.437449,0.439,23.51,0.048,27.74,35.31,saprolite,valid
SH16291,H1629,0.860398,128.453098,0.551,21.56,0.02,12.18,37.55,transition,valid
SH16292,H1629,0.867643,128.454121,0.796,25.32,0.062,12.85,45.2,transition,valid
SH16301,H1630,0.866856,128.467257,1.06,21.09,0.046,8.36,44.56,transition,valid
SH16302,H1630,0.865761,128.473775,1.122,45.14,0.073,5.68,34.46,limonite,valid
SH16311,H1631,0.867924,128.486602,0.502,42.14,0.038,4.35,39.2,limonite,valid
SH16312,H1631,0.863742,128.487465,0.085,7.44,0.006,45.49,43.78,bedrock,valid
SH16321,H1632,0.863321,128.499623,1.125,17.98,0.028,20.56,34.84,saprolite,valid
SH16322,H1632,0.864514,128.500609,0.778,45.24,0.02,5.44,39.43,limonite,valid
SH16331,H1633,0.859395,128.524345,1.877,35.76,0.077,6.82,42.62,limonite,valid
SH16332,H1633,0.866348,128.520351,1.879,46.56,0.037,7.57,37.87,limonite,valid
SH16341,H1634,0.868138,128.535778,0.925,35.0,0.086,2.27,39.69,limonite,valid
SH16342,H1634,0.865329,128.534834,0.751,12.21,0.011,27.03,35.94,saprolite,valid
SH16351,H1635,0.868153,128.551114,0.747,37.83,0.039,1.84,43.72,limonite,valid
SH16352,H1635,0.859559,128.549534,0.522,42.78,0.075,2.55,44.4,limonite,valid
SH16361,H1636,0.860945,128.563712,0.53,35.82,0.08,3.5,37.33,limonite,valid
SH16362,H1636,0.868127,128.567069,0.225,15.84,0.032,17.95,30.05,saprolite,valid
SH16371,H1637,0.866437,128.581541,0.359,11.74,0.01,9.08,46.29,soil,valid
SH16372,H1637,0.860384,128.584042,0.01,36.37,0.037,4.19,41.89,limonite,valid
SH16381,H1638,0.859517,128.597129,1.179,35.16,0.028,3.12,38.67,limonite,valid
SH16382,H1638,0.868209,128.60071,1.309,21.11,0.066,14.24,47.56,transition,valid
SH16391,H1639,0.866992,128.613415,1.329,10.03,0.016,8.26,53.6,soil,valid
SH16392,H1639,0.862915,128.612555,1.825,38.96,0.028,4.87,32.59,limonite,valid
SH16401,H1640,0.862849,128.628731,1.008,20.05,0.014,4.37,57.89,soil,valid
SH16402,H1640,0.860707,128.635979,1.184,12.92,0.02,9.81,51.38,soil,valid
SH16411,H1641,0.867354,128.650018,0.975,36.49,0.055,2.64,30.78,limonite,valid
SH16412,H1641,0.868684,128.64876,1.319,44.29,0.093,7.05,39.93,limonite,valid
SH16421,H1642,0.866849,128.664016,0.622,37.72,0.088,7.67,34.77,limonite,valid
SH16422,H1642,0.859045,128.660723,0.652,39.26,0.087,5.4,38.59,limonite,valid
SH16431,H1643,0.867009,128.681366,0.545,49.31,0.076,7.24,44.23,limonite,valid
SH16432,H1643,0.861598,128.678981,0.682,19.15,0.022,7.22,56.09,soil,valid
SH16441,H1644,0.8646,128.692861,1.135,14.74,0.029,27.21,30.74,saprolite,valid
SH16442,H1644,0.868561,128.69862,1.508,32.42,0.035,15.15,41.1,transition,valid
SH16451,H1645,0.861654,128.707319,1.541,16.56,0.031,16.46,37.77,saprolite,valid
SH16452,H1645,0.862133,128.710124,1.541,30.75,0.02,8.74,43.43,transition,valid
SH16461,H1646,0.865163,128.730215,0.352,17.03,0.021,9.89,53.06,soil,valid
SH16462,H1646,0.864548,128.724825,0.369,46.96,0.062,6.76,32.22,limonite,valid
SH16471,H1647,0.859521,128.745909,0.26,47.9,0.058,6.06,31.63,limonite,valid
SH16472,H1647,0.866994,128.744255,0.347,23.94,0.042,20.72,33.58,saprolite,valid
SH16481,H1648,0.868556,128.762103,0.345,27.5,0.03,17.32,43.86,transition,valid
SH16482,H1648,0.865316,128.758097,0.645,40.69,0.048,6.99,44.42,limonite,valid
SH16491,H1649,0.865349,128.777846,0.01,43.31,0.061,3.92,36.7,limonite,valid
SH16492,H1649,0.864737,128.78012,0.381,41.97,0.065,6.71,34.71,limonite,valid
SH16501,H1650,0.862397,128.795303,0.55,48.79,0.024,6.73,38.35,limonite,valid
SH16502,H1650,0.861917,128.794855,0.563,22.31,0.048,18.3,32.72,saprolite,valid
SH16511,H1651,0.863042,128.805387,0.02,8.24,0.003,44.78,47.25,bedrock,valid
SH16512,H1651,0.867843,128.810922,0.135,6.95,0.007,43.37,43.47,bedrock,valid
SH16521,H1652,0.867168,128.828571,1.048,27.61,0.034,29.13,29.89,saprolite,valid
SH16522,H1652,0.863115,128.82495,0.996,42.1,0.061,5.38,35.59,limonite,valid
SH16531,H1653,0.859007,128.839422,0.65,27.2,0.033,27.07,31.5,saprolite,valid
SH16532,H1653,0.86376,128.836307,0.849,28.86,0.037,14.92,40.11,transition,valid
SH16541,H1654,0.864163,128.857561,0.803,44.12,0.031,7.37,32.46,limonite,valid
SH16542,H1654,0.868689,128.857771,0.874,20.11,0.033,25.16,39.84,saprolite,valid
SH16551,H1655,0.865329,128.869048,0.248,19.84,0.032,25.1,36.19,saprolite,valid
SH16552,H1655,0.860511,128.873811,0.01,49.62,0.045,4.45,31.36,limonite,valid
SH16561,H1656,0.863375,128.88935,0.01,45.9,0.066,4.0,44.59,limonite,valid
SH16562,H1656,0.868088,128.88466,0.01,16.09,0.019,3.42,54.06,soil,valid
SH16571,H1657,0.867632,128.901401,1.132,32.65,0.046,15.4,38.72,transition,valid
SH16572,H1657,0.866718,128.900223,1.194,25.49,0.011,10.33,35.81,transition,valid
SH16581,H1658,0.868913,128.923884,0.291,41.49,0.086,5.17,36.55,limonite,valid
SH16582,H1658,0.865944,128.921994,0.592,23.82,0.027,22.74,29.6,saprolite,valid
SH16591,H1659,0.862824,128.937536,1.108,13.85,0.024,17.36,32.39,saprolite,valid
SH16592,H1659,0.868034,128.932459,1.01,45.29,0.035,2.31,33.39,limonite,valid
SH16601,H1660,0.859854,128.956165,1.48,22.61,0.025,29.4,35.28,saprolite,valid
SH16602,H1660,0.859709,128.951368,1.534,10.96,0.018,8.5,58.16,soil,valid
SH16611,H1661,0.862312,128.964562,0.153,42.95,0.082,4.43,33.88,limonite,valid
SH16612,H1661,0.859535,128.970277,0.277,10.73,0.007,36.53,46.53,bedrock,valid
SH16621,H1662,0.863316,128.988659,0.986,16.59,0.03,21.61,33.98,saprolite,valid
SH16622,H1662,0.86755,128.987147,1.215,30.54,0.046,11.54,40.64,transition,valid
SH16631,H1663,0.863327,128.998159,1.197,26.96,0.027,26.31,35.2,saprolite,valid
SH16632,H1663,0.862052,128.997481,1.211,17.92,0.021,5.0,57.43,soil,valid
SH16641,H1664,0.862962,129.011086,0.234,14.29,0.021,3.62,56.31,soil,valid
SH16642,H1664,0.868266,129.013668,0.502,19.25,0.016,4.38,48.45,soil,valid
SH16651,H1665,0.866249,129.034042,1.553,48.79,0.075,7.84,33.31,limonite,valid
SH16652,H1665,0.867617,129.030383,1.174,18.68,0.023,29.66,29.15,saprolite,valid
SH16661,H1666,0.866642,129.047059,1.144,32.46,0.027,16.48,38.83,transition,valid
SH16662,H1666,0.866257,129.043155,0.571,41.54,0.076,3.68,40.08,limonite,valid
SH16671,H1667,0.863593,129.060956,0.747,44.99,0.066,4.1,43.14,limonite,valid
SH16672,H1667,0.868625,129.06143,0.706,49.13,0.028,1.86,39.3,limonite,valid
SH16681,H1668,0.867289,129.083113,0.169,22.46,0.016,5.76,46.29,soil,valid
SH16682,H1668,0.867352,129.078561,0.765,23.67,0.015,8.45,47.86,transition,valid
SH16691,H1669,0.863035,129.096965,1.114,34.22,0.016,11.02,42.15,transition,valid
SH16692,H1669,0.862953,129.091641,1.081,23.26,0.039,17.45,34.96,saprolite,valid
SH16701,H1670,0.864831,129.113628,0.506,37.57,0.089,7.08,36.5,limonite,valid
SH16702,H1670,0.866503,129.109812,0.69,22.7,0.01,9.25,51.42,soil,valid
SH16711,H1671,0.864955,129.12372,0.543,24.86,0.013,9.4,54.69,soil,valid
SH16712,H1671,0.866903,129.124641,0.223,27.14,0.032,28.12,36.05,saprolite,valid
SH16721,H1672,0.866125,129.143837,0.198,27.09,0.042,27.87,31.86,saprolite,valid
SH16722,H1672,0.867013,129.147876,0.474,33.77,0.05,8.4,35.16,transition,valid
SH16731,H1673,0.865761,129.16451,1.252,33.8,0.041,8.92,43.63,transition,valid
SH16732,H1673,0.862778,129.162953,0.593,37.06,0.046,5.81,30.94,limonite,valid
SH16741,H1674,0.862295,129.178489,0.555,43.72,0.086,6.1,39.86,limonite,valid
SH16742,H1674,0.866252,129.177587,0.883,37.14,0.055,6.03,41.26,limonite,valid
SH16751,H1675,0.863503,129.194303,1.197,24.29,0.046,16.37,36.98,saprolite,valid
SH16752,H1675,0.866117,129.19215,0.911,40.54,0.064,3.03,39.35,limonite,valid
SH16761,H1676,0.861714,129.203236,1.47,24.94,0.011,12.55,42.8,transition,valid
SH16762,H1676,0.863793,129.209543,1.431,13.86,0.027,26.12,35.35,saprolite,valid
SH16771,H1677,0.868711,129.222798,0.782,24.07,0.005,5.97,54.73,soil,valid
SH16772,H1677,0.859245,129.222116,1.279,23.63,0.023,9.44,57.15,soil,valid
SH16781,H1678,0.861326,129.236165,0.425,23.24,0.049,23.76,30.14,saprolite,valid
SH16782,H1678,0.859963,129.239973,0.718,47.39,0.047,2.27,44.1,limonite,valid
SH16791,H1679,0.861235,129.256489,1.221,30.31,0.059,14.45,42.14,transition,valid
SH16792,H1679,0.868457,129.25477,1.466,18.3,0.044,29.54,39.65,saprolite,valid
SH16801,H1680,0.864591,129.271565,0.074,12.05,0.014,2.88,53.29,soil,valid
SH16802,H1680,0.860531,129.274047,0.31,44.15,0.067,2.03,33.81,limonite,valid
SH16811,H1681,0.860464,129.284773,1.258,23.16,0.031,22.49,30.43,saprolite,valid
SH16812,H1681,0.865279,129.289073,1.752,17.93,0.023,9.37,55.38,soil,valid
SH16821,H1682,0.866004,129.299846,0.794,33.13,0.016,9.58,40.76,transition,valid
SH16822,H1682,0.864988,129.300219,1.037,42.6,0.085,1.95,44.16,limonite,valid
SH16831,H1683,0.86568,129.316064,0.686,16.99,0.049,17.64,34.02,saprolite,valid
SH16832,H1683,0.8648,129.319817,1.059,12.12,0.011,25.19,38.53,saprolite,valid
SH16841,H1684,0.861745,129.332006,0.141,15.07,0.024,7.83,57.81,soil,valid
SH16842,H1684,0.861915,129.340585,1.041,20.2,0.029,26.46,37.06,saprolite,valid
SH16851,H1685,0.860122,129.349257,0.745,19.61,0.017,25.25,36.29,saprolite,valid
SH16852,H1685,0.866756,129.3506,0.749,42.37,0.043,6.87,43.74,limonite,valid
SH16861,H1686,0.868418,129.36491,2.039,18.16,0.02,4.94,59.19,soil,valid
SH16862,H1686,0.863581,129.371774,1.656,25.55,0.018,27.36,34.13,saprolite,valid
SH16871,H1687,0.86543,129.384846,1.487,21.46,0.008,4.78,45.01,soil,valid
SH16872,H1687,0.861816,129.383668,1.556,17.52,0.011,27.28,34.05,saprolite,valid
SH16881,H1688,0.861265,129.397877,1.092,14.04,0.011,28.75,32.54,saprolite,valid
SH16882,H1688,0.863274,129.400269,0.721,38.75,0.024,6.43,37.76,limonite,valid
SH16891,H1689,0.864172,129.417216,0.221,47.19,0.066,3.15,43.43,limonite,valid
SH16892,H1689,0.860424,129.413973,0.01,9.53,0.006,42.72,40.49,bedrock,valid
SH16901,H1690,0.862447,129.43081,1.076,37.06,0.089,2.01,43.73,limonite,valid
SH16902,H1690,0.863519,129.431907,1.207,13.41,0.047,29.46,31.68,saprolite,valid
SH16911,H1691,0.862187,129.445047,0.393,21.82,0.01,8.01,53.22,soil,valid
SH16912,H1691,0.861904,129.449069,0.425,16.56,0.025,16.56,35.31,saprolite,valid
SH16921,H1692,0.860192,129.465135,0.759,13.29,0.025,2.38,45.27,soil,valid
SH16922,H1692,0.862511,129.460915,0.867,23.78,0.007,3.63,53.27,soil,valid
SH16931,H1693,0.86103,129.476185,0.576,24.37,0.054,9.08,45.26,transition,valid
SH16932,H1693,0.867429,129.477465,1.211,44.09,0.056,5.68,33.45,limonite,valid
SH16941,H1694,0.866284,129.494475,0.419,11.22,0.006,42.65,48.25,bedrock,valid
SH16942,H1694,0.862133,129.497555,0.036,38.85,0.098,5.31,43.17,limonite,valid
SH16951,H1695,0.86532,129.508025,1.322,13.28,0.046,21.48,33.29,saprolite,valid
SH16952,H1695,0.859265,129.514128,1.181,21.1,0.021,3.74,48.98,soil,valid
SH16961,H1696,0.864407,129.526117,0.39,18.98,0.019,23.27,29.87,saprolite,valid
SH16962,H1696,0.865641,129.523909,0.8,27.75,0.025,25.34,29.18,saprolite,valid
SH16971,H1697,0.8616,129.547613,0.512,34.67,0.039,17.97,38.93,transition,valid
SH16972,H1697,0.866001,129.545734,0.689,25.17,0.011,15.53,37.43,saprolite,valid
SH16981,H1698,0.860909,129.564568,1.026,45.5,0.084,7.94,32.43,limonite,valid
SH16982,H1698,0.85908,129.558777,1.074,22.86,0.03,10.33,36.25,transition,valid
SH16991,H1699,0.866103,129.574698,2.206,21.11,0.019,25.01,38.36,saprolite,valid
SH16992,H1699,0.86446,129.575347,2.292,38.32,0.093,7.92,42.43,limonite,valid
SH17001,H1700,0.868271,129.596124,1.318,26.99,0.029,23.67,34.53,saprolite,valid
SH17002,H1700,0.863928,129.589822,1.136,28.38,0.039,16.6,45.52,transition,valid
SH17011,H1701,0.87921,128.012372,0.27,22.6,0.019,17.38,39.71,transition,valid
SH17012,H1701,0.883732,128.010379,0.36,26.7,0.032,16.53,37.03,saprolite,valid
SH17021,H1702,0.876087,128.019565,0.312,40.87,0.032,3.93,36.26,limonite,valid
SH17022,H1702,0.876731,128.028957,0.034,41.11,0.063,3.53,38.07,limonite,valid
SH17031,H1703,0.884313,128.039736,0.469,15.97,0.014,6.86,53.98,soil,valid
SH17032,H1703,0.877962,128.040678,1.075,21.08,0.022,17.62,46.03,transition,valid
SH17041,H1704,0.882565,128.059919,1.117,28.34,0.068,14.43,47.88,transition,valid
SH17042,H1704,0.880321,128.059358,1.234,41.19,0.04,1.24,43.98,limonite,valid
SH17051,H1705,0.881345,128.074679,0.511,19.58,0.009,6.92,51.2,soil,valid
SH17052,H1705,0.876053,128.071738,0.267,11.81,0.009,46.21,48.38,bedrock,valid
SH17061,H1706,0.883466,128.088095,0.612,22.74,0.038,12.03,46.77,transition,valid
SH17062,H1706,0.87556,128.090559,0.695,45.76,0.086,7.35,36.73,limonite,valid
SH17071,H1707,0.875049,128.104051,1.259,34.0,0.012,13.78,37.67,transition,valid
SH17072,H1707,0.883578,128.105227,1.534,29.58,0.047,11.84,41.06,transition,valid
SH17081,H1708,0.881805,128.122849,0.054,10.06,0.005,47.42,41.59,bedrock,valid
SH17082,H1708,0.878237,128.120682,0.2,18.92,0.015,2.82,45.37,soil,valid
SH17091,H1709,0.879331,128.140851,1.375,18.75,0.021,7.82,45.05,soil,valid
SH17092,H1709,0.8801,128.139677,0.696,36.21,0.039,1.63,36.75,limonite,valid
SH17101,H1710,0.87971,128.148679,1.031,23.53,0.035,25.12,33.04,saprolite,valid
SH17102,H1710,0.87768,128.149391,1.751,18.58,0.037,16.12,29.67,saprolite,valid
SH17111,H1711,0.879246,128.170776,1.19,16.09,0.018,22.46,36.86,saprolite,valid
SH17112,H1711,0.884876,128.167496,0.744,43.36,0.047,1.71,34.13,limonite,valid
SH17121,H1712,0.88453,128.183402,0.921,19.52,0.02,3.62,45.33,soil,valid
SH17122,H1712,0.876488,128.183643,0.93,25.29,0.021,15.1,29.06,saprolite,valid
SH17131,H1713,0.880751,128.202093,0.269,8.37,0.007,45.51,39.3,bedrock,valid
SH17132,H1713,0.876311,128.195777,0.446,17.15,0.016,4.7,53.16,soil,valid
SH17141,H1714,0.875546,128.218701,0.491,13.27,0.015,3.96,47.79,soil,valid
SH17142,H1714,0.87728,128.212185,0.01,20.38,0.033,18.32,33.24,saprolite,valid
SH17151,H1715,0.876668,128.228904,0.383,44.93,0.052,1.69,42.39,limonite,valid
SH17152,H1715,0.884321,128.230909,0.389,22.93,0.04,27.8,35.51,saprolite,valid
SH17161,H1716,0.881289,128.245606,0.922,45.36,0.023,3.06,40.63,limonite,valid
SH17162,H1716,0.875522,128.245749,1.247,44.1,0.064,5.27,33.32,limonite,valid
SH17171,H1717,0.880178,128.264266,1.549,18.05,0.009,5.98,59.21,soil,valid
SH17172,H1717,0.882323,128.265255,1.846,23.38,0.061,13.69,47.74,transition,valid
SH17181,H1718,0.88025,128.277784,0.575,34.29,0.015,12.06,44.73,transition,valid
SH17182,H1718,0.880884,128.283013,1.015,40.58,0.025,2.16,32.97,limonite,valid
SH17191,H1719,0.878502,128.296908,1.422,31.64,0.048,14.39,43.4,transition,valid
SH17192,H1719,0.875175,128.293279,1.052,48.63,0.087,2.88,31.75,limonite,valid
SH17201,H1720,0.878493,128.311053,1.161,42.83,0.098,7.66,42.58,limonite,valid
SH17202,H1720,0.879862,128.308527,1.096,48.77,0.042,1.3,42.23,limonite,valid
SH17211,H1721,0.884089,128.327975,0.744,49.5,0.033,3.37,40.74,limonite,valid
SH17212,H1721,0.881493,128.330113,0.366,41.22,0.082,7.98,41.2,limonite,valid
SH17221,H1722,0.882258,128.343042,0.372,17.65,0.012,7.18,48.56,soil,valid
SH17222,H1722,0.880571,128.342112,0.463,33.85,0.022,14.17,47.78,transition,valid
SH17231,H1723,0.882445,128.356238,1.451,42.56,0.054,1.08,32.12,limonite,valid
SH17232,H1723,0.881326,128.360961,1.884,47.17,0.053,2.36,37.05,limonite,valid
