grid_id,lithology,slope_deg,distance_to_river_m,distance_to_road_m,legal_status,distance_to_smelter_km,area_ha,longitude,latitude,region_id,lith_alluvium,lith_andesite,lith_lahar_deposit,lith_mafic_volcanic_simulated,lith_peridotite_simulated,lith_serpentinite_simulated,lith_tuff,lith_ultramafic_simulated,lith_volcanic_breccia,legal_allowed,legal_conditional,legal_no_go
H1568,peridotite_simulated,10.1,640.0,2875.0,allowed,148.8,112.4,129.072,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1569,serpentinite_simulated,8.6,501.0,1496.0,conditional,150.3,118.9,129.088,0.84,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1570,serpentinite_simulated,14.6,919.0,2377.0,no-go,151.8,118.1,129.104,0.84,SE,0,0,0,0,0,1,0,0,0,0,0,1
H1571,peridotite_simulated,9.4,1068.0,1783.0,allowed,153.4,124.9,129.12,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1572,peridotite_simulated,12.5,565.0,2214.0,allowed,155.1,121.3,129.136,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1573,mafic_volcanic_simulated,9.7,475.0,919.0,no-go,156.8,155.3,129.152,0.84,SE,0,0,0,1,0,0,0,0,0,0,0,1
H1574,serpentinite_simulated,5.5,664.0,377.0,allowed,158.6,124.2,129.168,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1575,peridotite_simulated,2.8,659.0,695.0,allowed,160.4,126.3,129.184,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1576,serpentinite_simulated,13.7,714.0,515.0,conditional,162.3,158.1,129.2,0.84,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1577,ultramafic_simulated,13.6,379.0,755.0,allowed,164.2,154.9,129.216,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1578,serpentinite_simulated,6.8,1148.0,922.0,allowed,166.2,134.2,129.232,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1579,serpentinite_simulated,6.1,1106.0,302.0,allowed,168.2,104.0,129.248,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1580,peridotite_simulated,9.5,1179.0,3259.0,allowed,170.3,129.6,129.264,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1581,mafic_volcanic_simulated,17.7,1033.0,3358.0,conditional,172.4,115.5,129.28,0.84,SE,0,0,0,1,0,0,0,0,0,0,1,0
H1582,ultramafic_simulated,12.6,670.0,2437.0,allowed,174.5,150.1,129.296,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1583,ultramafic_simulated,5.9,993.0,1688.0,conditional,176.7,116.3,129.312,0.84,SE,0,0,0,0,0,0,0,1,0,0,1,0
H1584,alluvium,2.8,743.0,2865.0,no-go,178.9,115.5,129.328,0.84,SE,1,0,0,0,0,0,0,0,0,0,0,1
H1585,ultramafic_simulated,17.3,600.0,790.0,allowed,181.1,105.9,129.344,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1586,ultramafic_simulated,7.3,171.0,820.0,allowed,183.4,128.9,129.36,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1587,peridotite_simulated,4.5,610.0,398.0,no-go,185.7,156.3,129.376,0.84,SE,0,0,0,0,1,0,0,0,0,0,0,1
H1588,mafic_volcanic_simulated,17.3,739.0,1597.0,allowed,188.1,151.0,129.392,0.84,SE,0,0,0,1,0,0,0,0,0,1,0,0
H1589,serpentinite_simulated,7.2,502.0,565.0,allowed,190.4,104.9,129.408,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1590,serpentinite_simulated,14.9,806.0,3474.0,no-go,192.8,100.1,129.424,0.84,SE,0,0,0,0,0,1,0,0,0,0,0,1
H1591,alluvium,13.0,1006.0,1443.0,allowed,195.2,134.3,129.44,0.84,SE,1,0,0,0,0,0,0,0,0,1,0,0
H1592,peridotite_simulated,11.8,1000.0,915.0,no-go,197.7,110.2,129.456,0.84,SE,0,0,0,0,1,0,0,0,0,0,0,1
H1593,peridotite_simulated,15.3,399.0,508.0,allowed,200.2,136.4,129.472,0.84,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1594,ultramafic_simulated,11.7,852.0,403.0,allowed,202.7,151.1,129.488,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1595,ultramafic_simulated,10.1,409.0,2558.0,allowed,205.2,124.1,129.504,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1596,alluvium,7.2,350.0,776.0,allowed,207.7,109.3,129.52,0.84,SE,1,0,0,0,0,0,0,0,0,1,0,0
H1597,serpentinite_simulated,9.2,247.0,535.0,allowed,210.3,146.2,129.536,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1598,ultramafic_simulated,4.0,802.0,3316.0,allowed,212.9,133.1,129.552,0.84,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1599,serpentinite_simulated,2.5,255.0,913.0,allowed,215.5,104.0,129.568,0.84,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1600,peridotite_simulated,8.4,874.0,1335.0,conditional,218.1,108.0,129.584,0.84,SE,0,0,0,0,1,0,0,0,0,0,1,0
H1601,mafic_volcanic_simulated,13.2,88.0,2806.0,allowed,216.3,157.3,128.0,0.856,SW,0,0,0,1,0,0,0,0,0,1,0,0
H1602,alluvium,16.1,349.0,2233.0,allowed,213.6,157.4,128.016,0.856,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1603,peridotite_simulated,14.8,498.0,309.0,conditional,211.0,129.0,128.032,0.856,SW,0,0,0,0,1,0,0,0,0,0,1,0
H1604,serpentinite_simulated,12.5,905.0,1916.0,allowed,208.4,131.9,128.048,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1605,peridotite_simulated,14.8,590.0,2601.0,no-go,205.8,132.8,128.064,0.856,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1606,serpentinite_simulated,8.5,782.0,2834.0,allowed,203.2,128.5,128.08,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1607,serpentinite_simulated,11.5,583.0,1261.0,allowed,200.7,139.1,128.096,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1608,serpentinite_simulated,2.6,1146.0,1738.0,allowed,198.2,123.8,128.112,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1609,ultramafic_simulated,15.0,692.0,1634.0,allowed,195.7,130.1,128.128,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1610,peridotite_simulated,17.8,319.0,2416.0,allowed,193.2,117.3,128.144,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1611,alluvium,7.3,690.0,941.0,allowed,190.7,141.1,128.16,0.856,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1612,ultramafic_simulated,16.5,309.0,825.0,allowed,188.3,105.9,128.176,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1613,peridotite_simulated,3.1,1181.0,3094.0,allowed,185.9,151.2,128.192,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1614,mafic_volcanic_simulated,3.8,585.0,689.0,no-go,183.5,146.0,128.208,0.856,SW,0,0,0,1,0,0,0,0,0,0,0,1
H1615,serpentinite_simulated,6.5,173.0,2825.0,conditional,181.2,121.2,128.224,0.856,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1616,mafic_volcanic_simulated,16.6,775.0,3402.0,conditional,178.9,146.0,128.24,0.856,SW,0,0,0,1,0,0,0,0,0,0,1,0
H1617,ultramafic_simulated,17.9,928.0,1424.0,allowed,176.6,120.4,128.256,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1618,serpentinite_simulated,15.0,318.0,908.0,allowed,174.4,138.2,128.272,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1619,serpentinite_simulated,5.6,816.0,3221.0,no-go,172.1,129.7,128.288,0.856,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1620,peridotite_simulated,2.7,587.0,312.0,allowed,170.0,121.3,128.304,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1621,ultramafic_simulated,15.8,175.0,2998.0,no-go,167.8,135.7,128.32,0.856,SW,0,0,0,0,0,0,0,1,0,0,0,1
H1622,serpentinite_simulated,17.9,893.0,1390.0,allowed,165.7,137.5,128.336,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1623,ultramafic_simulated,15.7,142.0,1261.0,allowed,163.7,157.8,128.352,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1624,serpentinite_simulated,7.4,541.0,538.0,allowed,161.7,131.9,128.368,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1625,serpentinite_simulated,17.7,447.0,2578.0,allowed,159.7,152.2,128.384,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1626,mafic_volcanic_simulated,3.5,376.0,1368.0,allowed,157.8,153.3,128.4,0.856,SW,0,0,0,1,0,0,0,0,0,1,0,0
H1627,ultramafic_simulated,6.4,1022.0,2061.0,allowed,155.9,132.5,128.416,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1628,ultramafic_simulated,10.8,413.0,3165.0,allowed,154.1,145.1,128.432,0.856,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1629,serpentinite_simulated,3.1,1143.0,2183.0,allowed,152.4,106.4,128.448,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1630,serpentinite_simulated,6.2,742.0,2096.0,allowed,150.7,147.6,128.464,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1631,mafic_volcanic_simulated,2.3,325.0,2566.0,conditional,149.0,110.2,128.48,0.856,SW,0,0,0,1,0,0,0,0,0,0,1,0
H1632,serpentinite_simulated,6.4,970.0,2784.0,allowed,147.5,111.3,128.496,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1633,serpentinite_simulated,5.1,671.0,1402.0,conditional,145.9,124.3,128.512,0.856,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1634,serpentinite_simulated,15.7,220.0,1645.0,allowed,144.5,138.9,128.528,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1635,peridotite_simulated,6.0,224.0,890.0,allowed,143.1,138.4,128.544,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1636,serpentinite_simulated,18.0,914.0,2640.0,allowed,141.8,141.0,128.56,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1637,alluvium,12.4,883.0,2956.0,allowed,140.6,100.8,128.576,0.856,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1638,serpentinite_simulated,14.6,1053.0,1340.0,conditional,139.4,124.7,128.592,0.856,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1639,peridotite_simulated,12.2,312.0,1430.0,allowed,138.3,152.2,128.608,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1640,peridotite_simulated,9.0,362.0,1687.0,no-go,137.3,109.5,128.624,0.856,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1641,serpentinite_simulated,6.6,397.0,867.0,allowed,136.4,146.1,128.64,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1642,serpentinite_simulated,6.9,331.0,943.0,allowed,135.6,151.8,128.656,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1643,peridotite_simulated,14.5,803.0,1531.0,allowed,134.9,159.2,128.672,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1644,serpentinite_simulated,7.9,365.0,616.0,allowed,134.2,151.7,128.688,0.856,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1645,peridotite_simulated,17.3,200.0,3176.0,allowed,133.6,115.1,128.704,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1646,mafic_volcanic_simulated,17.6,84.0,3368.0,conditional,133.2,119.6,128.72,0.856,SW,0,0,0,1,0,0,0,0,0,0,1,0
H1647,peridotite_simulated,5.1,201.0,1280.0,allowed,132.8,145.8,128.736,0.856,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1648,peridotite_simulated,12.7,1156.0,2109.0,conditional,132.5,121.4,128.752,0.856,SW,0,0,0,0,1,0,0,0,0,0,1,0
H1649,mafic_volcanic_simulated,15.7,480.0,2729.0,allowed,132.3,131.9,128.768,0.856,SW,0,0,0,1,0,0,0,0,0,1,0,0
H1650,peridotite_simulated,3.7,1083.0,1040.0,conditional,132.2,152.0,128.784,0.856,SW,0,0,0,0,1,0,0,0,0,0,1,0
H1651,alluvium,12.9,1173.0,1712.0,allowed,132.2,108.1,128.8,0.856,SE,1,0,0,0,0,0,0,0,0,1,0,0
H1652,serpentinite_simulated,16.7,538.0,3472.0,allowed,132.3,138.6,128.816,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1653,serpentinite_simulated,13.9,1131.0,1072.0,allowed,132.5,128.6,128.832,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1654,ultramafic_simulated,16.8,628.0,3475.0,conditional,132.8,147.7,128.848,0.856,SE,0,0,0,0,0,0,0,1,0,0,1,0
H1655,peridotite_simulated,13.1,1127.0,2711.0,allowed,133.2,133.4,128.864,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1656,alluvium,12.7,296.0,2931.0,allowed,133.6,114.1,128.88,0.856,SE,1,0,0,0,0,0,0,0,0,1,0,0
H1657,serpentinite_simulated,9.2,773.0,401.0,allowed,134.2,143.5,128.896,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1658,ultramafic_simulated,15.4,564.0,2501.0,conditional,134.9,150.0,128.912,0.856,SE,0,0,0,0,0,0,0,1,0,0,1,0
H1659,serpentinite_simulated,4.8,1024.0,1645.0,allowed,135.6,105.1,128.928,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1660,ultramafic_simulated,13.4,879.0,3128.0,allowed,136.4,131.9,128.944,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1661,alluvium,7.3,587.0,2952.0,allowed,137.3,135.7,128.96,0.856,SE,1,0,0,0,0,0,0,0,0,1,0,0
H1662,peridotite_simulated,15.4,578.0,1310.0,allowed,138.3,136.4,128.976,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1663,serpentinite_simulated,9.4,182.0,2160.0,conditional,139.4,147.8,128.992,0.856,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1664,mafic_volcanic_simulated,8.3,808.0,2580.0,allowed,140.6,149.0,129.008,0.856,SE,0,0,0,1,0,0,0,0,0,1,0,0
H1665,serpentinite_simulated,3.3,668.0,599.0,allowed,141.8,115.7,129.024,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1666,serpentinite_simulated,15.4,236.0,2828.0,allowed,143.1,141.9,129.04,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1667,peridotite_simulated,14.2,596.0,2480.0,allowed,144.5,159.6,129.056,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1668,serpentinite_simulated,12.6,107.0,2891.0,allowed,145.9,101.8,129.072,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1669,ultramafic_simulated,3.3,293.0,3350.0,allowed,147.5,105.9,129.088,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1670,serpentinite_simulated,14.0,757.0,2602.0,conditional,149.0,159.3,129.104,0.856,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1671,ultramafic_simulated,6.6,407.0,810.0,allowed,150.7,132.7,129.12,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1672,peridotite_simulated,10.4,940.0,782.0,allowed,152.4,149.5,129.136,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1673,serpentinite_simulated,2.6,567.0,384.0,allowed,154.1,136.0,129.152,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1674,serpentinite_simulated,10.3,674.0,1597.0,allowed,155.9,133.8,129.168,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1675,serpentinite_simulated,7.1,821.0,1472.0,allowed,157.8,149.3,129.184,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1676,serpentinite_simulated,12.0,139.0,965.0,conditional,159.7,124.6,129.2,0.856,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1677,peridotite_simulated,2.3,779.0,2336.0,conditional,161.7,156.3,129.216,0.856,SE,0,0,0,0,1,0,0,0,0,0,1,0
H1678,serpentinite_simulated,2.8,217.0,1553.0,allowed,163.7,150.1,129.232,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1679,peridotite_simulated,12.0,370.0,3042.0,allowed,165.7,110.6,129.248,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1680,mafic_volcanic_simulated,8.0,936.0,1991.0,allowed,167.8,103.8,129.264,0.856,SE,0,0,0,1,0,0,0,0,0,1,0,0
H1681,serpentinite_simulated,11.9,411.0,847.0,conditional,170.0,134.3,129.28,0.856,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1682,peridotite_simulated,5.9,550.0,2594.0,allowed,172.1,122.1,129.296,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1683,serpentinite_simulated,14.5,172.0,3095.0,allowed,174.4,149.3,129.312,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1684,ultramafic_simulated,15.9,127.0,1590.0,conditional,176.6,113.7,129.328,0.856,SE,0,0,0,0,0,0,0,1,0,0,1,0
H1685,ultramafic_simulated,17.3,1101.0,374.0,allowed,178.9,105.1,129.344,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1686,serpentinite_simulated,11.2,992.0,1917.0,allowed,181.2,155.1,129.36,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1687,serpentinite_simulated,10.0,280.0,3443.0,allowed,183.5,119.9,129.376,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1688,ultramafic_simulated,13.0,122.0,2498.0,allowed,185.9,103.5,129.392,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1689,mafic_volcanic_simulated,14.2,478.0,2951.0,allowed,188.3,115.5,129.408,0.856,SE,0,0,0,1,0,0,0,0,0,1,0,0
H1690,serpentinite_simulated,4.3,194.0,603.0,allowed,190.7,136.0,129.424,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1691,ultramafic_simulated,11.7,302.0,2199.0,allowed,193.2,137.9,129.44,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1692,peridotite_simulated,5.6,1068.0,3035.0,allowed,195.7,143.4,129.456,0.856,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1693,ultramafic_simulated,8.2,597.0,1902.0,allowed,198.2,124.4,129.472,0.856,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1694,mafic_volcanic_simulated,5.0,999.0,3491.0,allowed,200.7,101.8,129.488,0.856,SE,0,0,0,1,0,0,0,0,0,1,0,0
H1695,serpentinite_simulated,9.6,867.0,1144.0,allowed,203.2,117.0,129.504,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1696,serpentinite_simulated,5.4,492.0,2835.0,conditional,205.8,108.0,129.52,0.856,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1697,serpentinite_simulated,10.4,944.0,1218.0,allowed,208.4,132.4,129.536,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1698,peridotite_simulated,11.4,927.0,1603.0,no-go,211.0,110.2,129.552,0.856,SE,0,0,0,0,1,0,0,0,0,0,0,1
H1699,serpentinite_simulated,7.4,548.0,595.0,allowed,213.6,156.0,129.568,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1700,serpentinite_simulated,8.5,917.0,2955.0,allowed,216.3,137.8,129.584,0.856,SE,0,0,0,0,0,1,0,0,0,1,0,0
H1701,peridotite_simulated,9.0,966.0,448.0,allowed,214.5,141.6,128.0,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1702,mafic_volcanic_simulated,15.9,111.0,793.0,allowed,211.8,127.3,128.016,0.872,SW,0,0,0,1,0,0,0,0,0,1,0,0
H1703,serpentinite_simulated,5.5,1085.0,1439.0,allowed,209.2,149.0,128.032,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1704,peridotite_simulated,15.6,555.0,2096.0,allowed,206.5,154.1,128.048,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1705,alluvium,6.9,701.0,2840.0,allowed,203.9,159.1,128.064,0.872,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1706,serpentinite_simulated,16.6,905.0,1992.0,no-go,201.3,124.4,128.08,0.872,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1707,peridotite_simulated,3.6,495.0,2512.0,allowed,198.8,101.1,128.096,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1708,alluvium,3.0,404.0,2137.0,allowed,196.2,156.1,128.112,0.872,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1709,serpentinite_simulated,8.4,750.0,2133.0,no-go,193.7,156.6,128.128,0.872,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1710,ultramafic_simulated,12.5,1010.0,2354.0,no-go,191.2,145.6,128.144,0.872,SW,0,0,0,0,0,0,0,1,0,0,0,1
H1711,ultramafic_simulated,3.4,665.0,765.0,no-go,188.7,147.0,128.16,0.872,SW,0,0,0,0,0,0,0,1,0,0,0,1
H1712,peridotite_simulated,11.0,410.0,2771.0,allowed,186.2,153.2,128.176,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1713,mafic_volcanic_simulated,16.2,201.0,2985.0,no-go,183.8,148.4,128.192,0.872,SW,0,0,0,1,0,0,0,0,0,0,0,1
H1714,ultramafic_simulated,11.0,1156.0,475.0,allowed,181.4,137.3,128.208,0.872,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1715,peridotite_simulated,16.3,799.0,857.0,allowed,179.0,113.0,128.224,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1716,serpentinite_simulated,16.5,808.0,3175.0,conditional,176.7,131.2,128.24,0.872,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1717,serpentinite_simulated,6.6,83.0,1403.0,no-go,174.4,124.4,128.256,0.872,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1718,peridotite_simulated,14.9,958.0,1600.0,allowed,172.1,145.8,128.272,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1719,ultramafic_simulated,10.8,722.0,1403.0,allowed,169.8,137.8,128.288,0.872,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1720,peridotite_simulated,3.6,1010.0,3123.0,no-go,167.6,146.0,128.304,0.872,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1721,serpentinite_simulated,3.9,1025.0,2787.0,no-go,165.5,123.9,128.32,0.872,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1722,ultramafic_simulated,6.4,1087.0,3035.0,no-go,163.3,150.0,128.336,0.872,SW,0,0,0,0,0,0,0,1,0,0,0,1
H1723,serpentinite_simulated,10.2,752.0,3203.0,conditional,161.2,123.4,128.352,0.872,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1724,serpentinite_simulated,5.1,765.0,2935.0,allowed,159.2,149.4,128.368,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1725,peridotite_simulated,12.1,162.0,2661.0,allowed,157.2,103.3,128.384,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1726,peridotite_simulated,11.3,577.0,1616.0,allowed,155.2,108.6,128.4,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1727,serpentinite_simulated,9.9,576.0,1201.0,allowed,153.3,109.7,128.416,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1728,serpentinite_simulated,15.8,832.0,2208.0,allowed,151.5,120.7,128.432,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1729,mafic_volcanic_simulated,15.2,1114.0,3254.0,conditional,149.7,158.9,128.448,0.872,SW,0,0,0,1,0,0,0,0,0,0,1,0
H1730,serpentinite_simulated,2.4,1129.0,2459.0,conditional,148.0,115.8,128.464,0.872,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1731,serpentinite_simulated,7.7,1122.0,948.0,no-go,146.3,154.9,128.48,0.872,SW,0,0,0,0,0,1,0,0,0,0,0,1
H1732,mafic_volcanic_simulated,5.3,1196.0,3204.0,allowed,144.7,140.7,128.496,0.872,SW,0,0,0,1,0,0,0,0,0,1,0,0
H1733,peridotite_simulated,17.7,436.0,1797.0,no-go,143.1,132.8,128.512,0.872,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1734,serpentinite_simulated,16.3,691.0,1283.0,allowed,141.6,135.6,128.528,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1735,peridotite_simulated,15.8,409.0,438.0,allowed,140.2,149.0,128.544,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1736,serpentinite_simulated,12.9,1012.0,1575.0,allowed,138.9,132.1,128.56,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1737,peridotite_simulated,3.2,1014.0,2345.0,no-go,137.6,152.7,128.576,0.872,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1738,ultramafic_simulated,5.1,662.0,3416.0,allowed,136.4,110.3,128.592,0.872,SW,0,0,0,0,0,0,0,1,0,1,0,0
H1739,peridotite_simulated,11.7,342.0,1663.0,conditional,135.3,149.6,128.608,0.872,SW,0,0,0,0,1,0,0,0,0,0,1,0
H1740,mafic_volcanic_simulated,4.8,843.0,1319.0,no-go,134.3,101.7,128.624,0.872,SW,0,0,0,1,0,0,0,0,0,0,0,1
H1741,alluvium,14.6,739.0,2601.0,allowed,133.4,125.7,128.64,0.872,SW,1,0,0,0,0,0,0,0,0,1,0,0
H1742,peridotite_simulated,5.8,534.0,2796.0,no-go,132.5,108.8,128.656,0.872,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1743,serpentinite_simulated,3.3,1022.0,877.0,allowed,131.7,137.8,128.672,0.872,SW,0,0,0,0,0,1,0,0,0,1,0,0
H1744,alluvium,12.6,97.0,1372.0,conditional,131.1,159.3,128.688,0.872,SW,1,0,0,0,0,0,0,0,0,0,1,0
H1745,serpentinite_simulated,17.0,161.0,2126.0,conditional,130.5,119.6,128.704,0.872,SW,0,0,0,0,0,1,0,0,0,0,1,0
H1746,peridotite_simulated,11.5,945.0,1159.0,allowed,130.0,125.8,128.72,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1747,peridotite_simulated,4.5,1079.0,421.0,allowed,129.6,119.9,128.736,0.872,SW,0,0,0,0,1,0,0,0,0,1,0,0
H1748,peridotite_simulated,11.6,854.0,1924.0,no-go,129.3,117.5,128.752,0.872,SW,0,0,0,0,1,0,0,0,0,0,0,1
H1749,peridotite_simulated,12.4,398.0,1746.0,conditional,129.1,132.7,128.768,0.872,SW,0,0,0,0,1,0,0,0,0,0,1,0
H1750,mafic_volcanic_simulated,9.1,480.0,873.0,conditional,129.0,153.7,128.784,0.872,SW,0,0,0,1,0,0,0,0,0,0,1,0
H1751,serpentinite_simulated,12.5,109.0,2270.0,conditional,129.0,116.5,128.8,0.872,SE,0,0,0,0,0,1,0,0,0,0,1,0
H1752,peridotite_simulated,4.4,778.0,3229.0,allowed,129.1,130.3,128.816,0.872,SE,0,0,0,0,1,0,0,0,0,1,0,0
H1753,ultramafic_simulated,11.2,633.0,2699.0,allowed,129.3,147.4,128.832,0.872,SE,0,0,0,0,0,0,0,1,0,1,0,0
H1754,serpentinite_simulated,12.9,967.0,1480.0,conditional,129.6,141.7,128.848,0.872,SE,0,0,0,0,0,1,0,0,0,0,1,0
