point_id,grid_id,latitude,longitude,time,line_id,mag_raw_nT,qc_flag
MH29043,H2904,1.075816,128.059003,2026-07-03 13:50:00,L05,43872.4,valid
MH29051,H2905,1.072495,128.066487,2026-07-03 16:18:00,L06,44038.0,valid
MH29052,H2905,1.077246,128.068555,2026-07-03 16:42:00,L01,43868.4,valid
MH29053,H2905,1.071789,128.073476,2026-07-03 15:04:00,L04,43622.9,valid
MH29061,H2906,1.070856,128.086523,2026-07-03 11:56:00,L03,44222.2,valid
MH29062,H2906,1.069633,128.092993,2026-07-03 12:46:00,L05,43691.0,valid
MH29071,H2907,1.070326,128.105224,2026-07-03 11:27:00,L04,44675.5,valid
MH29072,H2907,1.074835,128.102547,2026-07-03 13:21:00,L02,45531.7,valid
MH29081,H2908,1.073428,128.118223,2026-07-03 10:27:00,L02,44420.5,valid
MH29082,H2908,1.074521,128.117054,2026-07-03 11:20:00,L05,45718.1,valid
MH29091,H2909,1.070187,128.141362,2026-07-03 07:46:00,L05,45826.6,valid
MH29092,H2909,1.076412,128.14018,2026-07-03 13:42:00,L05,45878.8,valid
MH29101,H2910,1.075514,128.156475,2026-07-03 14:25:00,L05,42831.8,valid
MH29102,H2910,1.070098,128.152414,2026-07-03 13:41:00,L01,43240.3,valid
MH29111,H2911,1.06663,128.166139,2026-07-03 12:25:00,L03,44567.5,valid
MH29112,H2911,1.07635,128.165315,2026-07-03 13:03:00,L05,43982.8,valid
MH29113,H2911,1.071975,128.169165,2026-07-03 14:24:00,L04,43911.6,valid
MH29121,H2912,1.066517,128.185198,2026-07-03 08:28:00,L05,45024.8,valid
MH29122,H2912,1.066932,128.184299,2026-07-03 13:04:00,L06,44348.2,valid
MH29131,H2913,1.068551,128.199448,2026-07-03 09:16:00,L06,45044.3,valid
MH29132,H2913,1.077078,128.196067,2026-07-03 10:41:00,L03,44489.1,valid
MH29141,H2914,1.073074,128.220271,2026-07-03 13:47:00,L06,45625.1,valid
MH29142,H2914,1.066241,128.221104,2026-07-03 13:32:00,L05,45370.7,valid
MH29151,H2915,1.066669,128.235183,2026-07-03 14:47:00,L04,44452.7,valid
MH29152,H2915,1.068492,128.236374,2026-07-03 16:46:00,L01,45583.2,valid
MH29161,H2916,1.074529,128.250668,2026-07-03 15:57:00,L04,47224.2,valid
MH29162,H2916,1.077549,128.244076,2026-07-03 12:41:00,L01,46882.9,valid
MH29171,H2917,1.075835,128.264402,2026-07-03 08:02:00,L02,45150.5,valid
MH29172,H2917,1.069475,128.262286,2026-07-03 11:47:00,L05,44165.9,valid
MH29181,H2918,1.072081,128.27961,2026-07-03 07:54:00,L04,45136.3,valid
MH29182,H2918,1.077067,128.285359,2026-07-03 10:16:00,L03,46427.7,valid
MH29191,H2919,1.066725,128.299422,2026-07-03 15:43:00,L06,46460.2,valid
MH29192,H2919,1.074866,128.29695,2026-07-03 10:10:00,L02,45326.2,valid
MH29201,H2920,1.070264,128.310411,2026-07-03 11:27:00,L06,46723.1,valid
MH29202,H2920,1.066804,128.315052,2026-07-03 09:56:00,L04,45746.8,valid
MH29211,H2921,1.074989,128.322686,2026-07-03 14:20:00,L06,44966.5,valid
MH29212,H2921,1.068625,128.322954,2026-07-03 07:31:00,L01,44879.7,valid
MH29221,H2922,1.071306,128.345653,2026-07-03 15:06:00,L06,47098.5,valid
MH29222,H2922,1.072946,128.342028,2026-07-03 15:22:00,L04,45691.6,valid
MH29231,H2923,1.076872,128.359443,2026-07-03 13:17:00,L02,44743.1,valid
MH29232,H2923,1.074078,128.355193,2026-07-03 15:51:00,L06,44159.0,valid
MH29233,H2923,1.074721,128.361865,2026-07-03 16:52:00,L06,44067.7,valid
MH29241,H2924,1.071763,128.372387,2026-07-03 13:26:00,L02,43683.5,valid
MH29242,H2924,1.066115,128.370241,2026-07-03 11:34:00,L05,44893.7,valid
MH29251,H2925,1.070533,128.395768,2026-07-03 16:22:00,L02,46515.3,valid
MH29252,H2925,1.067924,128.387467,2026-07-03 15:38:00,L01,46891.8,valid
MH29261,H2926,1.073109,128.409544,2026-07-03 09:09:00,L01,43177.8,valid
MH29262,H2926,1.073286,128.40809,2026-07-03 14:23:00,L03,43809.5,valid
MH29271,H2927,1.07085,128.42362,2026-07-03 11:12:00,L02,45209.9,valid
MH29272,H2927,1.071852,128.424273,2026-07-03 13:14:00,L03,45805.6,valid
MH29273,H2927,1.066354,128.425318,2026-07-03 15:47:00,L02,45355.0,valid
MH29281,H2928,1.077646,128.443107,2026-07-03 10:59:00,L04,44440.0,valid
MH29282,H2928,1.073291,128.435023,2026-07-03 08:10:00,L01,45122.4,valid
MH29291,H2929,1.077762,128.458494,2026-07-03 15:14:00,L06,46344.0,valid
MH29292,H2929,1.07586,128.455289,2026-07-03 11:11:00,L02,45676.2,valid
MH29293,H2929,1.066973,128.450998,2026-07-03 10:49:00,L04,45718.7,valid
MH29301,H2930,1.069885,128.474863,2026-07-03 11:28:00,L01,44452.9,valid
MH29302,H2930,1.071011,128.474126,2026-07-03 11:40:00,L03,43922.6,valid
MH29311,H2931,1.068602,128.48369,2026-07-03 13:09:00,L05,46251.2,valid
MH29312,H2931,1.077232,128.490863,2026-07-03 07:04:00,L02,44987.5,valid
MH29313,H2931,1.073713,128.492744,2026-07-03 09:13:00,L05,46385.4,valid
MH29321,H2932,1.075907,128.498866,2026-07-03 12:29:00,L05,44543.2,valid
MH29322,H2932,1.071917,128.505576,2026-07-03 08:07:00,L04,44792.7,valid
MH29331,H2933,1.074879,128.520808,2026-07-03 16:28:00,L04,44685.2,valid
MH29332,H2933,1.067186,128.525367,2026-07-03 15:36:00,L06,46621.7,valid
MH29341,H2934,1.070489,128.538779,2026-07-03 16:39:00,L05,45819.5,valid
MH29342,H2934,1.0701,128.541375,2026-07-03 12:55:00,L04,46126.4,valid
MH29351,H2935,1.073988,128.549319,2026-07-03 08:19:00,L05,45612.7,valid
MH29352,H2935,1.075769,128.555616,2026-07-03 08:33:00,L05,45805.5,valid
MH29361,H2936,1.076406,128.571427,2026-07-03 13:06:00,L02,44519.6,valid
MH29362,H2936,1.0704,128.563333,2026-07-03 16:27:00,L05,46954.1,valid
MH29363,H2936,1.070227,128.567367,2026-07-03 15:33:00,L06,44803.1,valid
MH29371,H2937,1.068038,128.58373,2026-07-03 08:37:00,L06,45643.3,valid
MH29372,H2937,1.075515,128.578166,2026-07-03 08:06:00,L05,45224.6,valid
MH29381,H2938,1.067347,128.599698,2026-07-03 16:54:00,L02,45279.2,valid
MH29382,H2938,1.066978,128.596223,2026-07-03 14:31:00,L03,43832.7,valid
MH29391,H2939,1.067512,128.616554,2026-07-03 08:54:00,L02,45041.1,valid
MH29392,H2939,1.067048,128.617912,2026-07-03 15:37:00,L01,44836.8,valid
MH29401,H2940,1.069746,128.628554,2026-07-03 12:13:00,L03,44839.5,valid
MH29402,H2940,1.068294,128.630985,2026-07-03 10:15:00,L04,45001.9,valid
MH29411,H2941,1.075463,128.646481,2026-07-03 12:57:00,L05,43514.9,valid
MH29412,H2941,1.072412,128.652273,2026-07-03 15:44:00,L06,42815.0,valid
MH29421,H2942,1.074147,128.664395,2026-07-03 07:07:00,L01,45630.1,valid
MH29422,H2942,1.066037,128.667706,2026-07-03 07:55:00,L05,45381.2,valid
MH29431,H2943,1.07124,128.680565,2026-07-03 08:04:00,L03,43964.8,valid
MH29432,H2943,1.074764,128.677196,2026-07-03 11:58:00,L06,44930.4,valid
MH29441,H2944,1.072066,128.696398,2026-07-03 12:17:00,L03,45807.8,valid
MH29442,H2944,1.076827,128.692857,2026-07-03 15:25:00,L04,45377.2,valid
MH29443,H2944,1.075439,128.699367,2026-07-03 13:59:00,L01,46013.7,valid
MH29451,H2945,1.074841,128.716736,2026-07-03 13:12:00,L06,44601.4,valid
MH29452,H2945,1.070115,128.713666,2026-07-03 08:12:00,L03,44652.3,valid
MH29461,H2946,1.075161,128.726237,2026-07-03 14:23:00,L02,46606.6,valid
MH29462,H2946,1.075507,128.732588,2026-07-03 09:23:00,L06,45498.1,valid
MH29471,H2947,1.074084,128.748152,2026-07-03 12:30:00,L02,44621.6,valid
MH29472,H2947,1.073017,128.745561,2026-07-03 12:32:00,L06,45433.6,valid
MH29481,H2948,1.068558,128.764912,2026-07-03 13:51:00,L06,45604.4,valid
MH29482,H2948,1.074655,128.760544,2026-07-03 16:50:00,L06,44986.8,valid
MH29491,H2949,1.066482,128.771942,2026-07-03 11:19:00,L05,45070.4,valid
MH29492,H2949,1.06834,128.779379,2026-07-03 14:12:00,L04,46923.5,valid
MH29501,H2950,1.06845,128.786799,2026-07-03 16:57:00,L04,45464.8,valid
MH29502,H2950,1.076043,128.793246,2026-07-03 11:42:00,L05,45922.9,valid
MH29503,H2950,1.070547,128.789507,2026-07-03 14:05:00,L05,45927.5,valid
MH29511,H2951,1.068152,128.805066,2026-07-03 12:37:00,L03,45342.0,valid
MH29512,H2951,1.073161,128.802841,2026-07-03 12:38:00,L05,44471.4,valid
MH29521,H2952,1.074073,128.827994,2026-07-03 08:47:00,L06,46815.6,valid
MH29522,H2952,1.067203,128.822442,2026-07-03 15:52:00,L04,46047.5,valid
MH29531,H2953,1.06602,128.842886,2026-07-03 16:38:00,L06,43393.8,valid
MH29532,H2953,1.076983,128.840645,2026-07-03 13:41:00,L04,44804.0,valid
MH29541,H2954,1.074101,128.856034,2026-07-03 09:49:00,L01,45455.3,valid
MH29542,H2954,1.068579,128.851746,2026-07-03 09:16:00,L05,46055.2,valid
MH29551,H2955,1.073676,128.866024,2026-07-03 07:38:00,L06,45508.1,valid
MH29552,H2955,1.070195,128.875477,2026-07-03 07:12:00,L02,44948.8,valid
MH29561,H2956,1.068733,128.888631,2026-07-03 11:33:00,L03,45001.4,valid
MH29562,H2956,1.076855,128.886883,2026-07-03 15:13:00,L03,45206.5,valid
MH29571,H2957,1.067869,128.900251,2026-07-03 15:18:00,L02,44560.7,valid
MH29572,H2957,1.076662,128.901033,2026-07-03 11:30:00,L03,45205.6,valid
MH29573,H2957,1.071517,128.906952,2026-07-03 11:46:00,L06,44103.0,valid
MH29581,H2958,1.066002,128.920305,2026-07-03 12:47:00,L01,46291.5,valid
MH29582,H2958,1.073768,128.916083,2026-07-03 14:29:00,L06,45518.8,valid
MH29591,H2959,1.070286,128.931513,2026-07-03 10:28:00,L06,44162.8,valid
MH29592,H2959,1.070242,128.941572,2026-07-03 14:16:00,L01,45154.2,valid
MH29601,H2960,1.07475,128.951145,2026-07-03 10:57:00,L04,43220.1,valid
MH29602,H2960,1.07142,128.948222,2026-07-03 07:42:00,L06,43440.9,valid
MH29611,H2961,1.077851,128.963022,2026-07-03 12:02:00,L01,46134.5,valid
MH29612,H2961,1.066254,128.968528,2026-07-03 15:51:00,L04,47138.8,valid
MH29621,H2962,1.0729,128.987519,2026-07-03 11:05:00,L02,44981.9,valid
MH29622,H2962,1.077938,128.987436,2026-07-03 16:40:00,L03,45824.3,valid
MH29623,H2962,1.06962,128.981402,2026-07-03 09:39:00,L04,45197.9,valid
MH29631,H2963,1.072182,129.000723,2026-07-03 08:40:00,L02,45193.6,valid
MH29632,H2963,1.069865,129.000751,2026-07-03 14:49:00,L03,45441.5,valid
MH29641,H2964,1.074972,129.021541,2026-07-03 08:56:00,L03,45188.5,valid
MH29642,H2964,1.074346,129.010415,2026-07-03 11:46:00,L03,46431.3,valid
MH29643,H2964,1.075455,129.015185,2026-07-03 10:47:00,L05,45600.5,valid
MH29651,H2965,1.074005,129.03694,2026-07-03 09:31:00,L05,44566.7,valid
MH29652,H2965,1.070285,129.029061,2026-07-03 13:32:00,L04,44857.5,valid
MH29653,H2965,1.067774,129.02825,2026-07-03 11:27:00,L05,44577.9,valid
MH29661,H2966,1.06868,129.051531,2026-07-03 15:50:00,L02,46084.1,valid
MH29662,H2966,1.073975,129.042694,2026-07-03 11:58:00,L06,44521.1,valid
MH29671,H2967,1.071908,129.061467,2026-07-03 10:54:00,L03,44477.4,valid
MH29672,H2967,1.074702,129.065507,2026-07-03 07:20:00,L01,44241.1,valid
MH29681,H2968,1.072014,129.074655,2026-07-03 12:22:00,L02,44868.5,valid
MH29682,H2968,1.071667,129.081411,2026-07-03 08:52:00,L03,44331.1,valid
MH29691,H2969,1.074753,129.101208,2026-07-03 14:12:00,L06,46561.8,valid
MH29692,H2969,1.074799,129.092982,2026-07-03 09:30:00,L06,45183.7,valid
MH29701,H2970,1.067171,129.117098,2026-07-03 15:01:00,L03,44817.0,valid
MH29702,H2970,1.075446,129.108363,2026-07-03 09:50:00,L06,46161.5,valid
MH29711,H2971,1.072934,129.127477,2026-07-03 15:22:00,L06,44770.0,valid
MH29712,H2971,1.072945,129.129146,2026-07-03 09:15:00,L05,45277.4,valid
MH29713,H2971,1.068898,129.133292,2026-07-03 12:56:00,L02,45076.3,valid
MH29721,H2972,1.07576,129.143347,2026-07-03 16:01:00,L02,46574.3,valid
MH29722,H2972,1.067314,129.138091,2026-07-03 13:10:00,L02,45656.1,valid
MH29731,H2973,1.074799,129.158941,2026-07-03 14:25:00,L06,44945.5,valid
MH29732,H2973,1.068931,129.155577,2026-07-03 07:37:00,L02,44568.4,valid
MH29741,H2974,1.067172,129.174656,2026-07-03 12:23:00,L02,46264.7,valid
MH29742,H2974,1.074865,129.177092,2026-07-03 16:51:00,L02,45485.1,valid
MH29743,H2974,1.077843,129.175884,2026-07-03 09:46:00,L04,46126.6,valid
MH29751,H2975,1.074776,129.189253,2026-07-03 12:58:00,L02,46200.9,valid
MH29752,H2975,1.077121,129.187464,2026-07-03 08:31:00,L04,46068.1,valid
MH29761,H2976,1.069816,129.211131,2026-07-03 11:21:00,L01,44846.1,valid
MH29762,H2976,1.074738,129.21123,2026-07-03 10:05:00,L04,46337.1,valid
MH29771,H2977,1.072624,129.219969,2026-07-03 14:19:00,L06,44810.2,valid
MH29772,H2977,1.077978,129.221557,2026-07-03 07:39:00,L05,46305.7,valid
MH29781,H2978,1.068221,129.241115,2026-07-03 16:55:00,L02,44443.3,valid
MH29782,H2978,1.071965,129.242704,2026-07-03 15:35:00,L01,46311.0,valid
MH29783,H2978,1.070605,129.244201,2026-07-03 15:32:00,L06,46275.2,valid
MH29791,H2979,1.07565,129.25902,2026-07-03 12:49:00,L02,46229.4,valid
MH29792,H2979,1.076488,129.258474,2026-07-03 07:11:00,L04,45934.5,valid
MH29801,H2980,1.067121,129.274499,2026-07-03 11:18:00,L04,45746.8,valid
MH29802,H2980,1.076203,129.267827,2026-07-03 12:44:00,L01,46594.2,valid
MH29811,H2981,1.073224,129.283168,2026-07-03 10:28:00,L01,43915.5,valid
MH29812,H2981,1.075145,129.290407,2026-07-03 10:01:00,L06,44510.6,valid
MH29821,H2982,1.072721,129.303217,2026-07-03 11:02:00,L04,46020.5,valid
MH29822,H2982,1.067375,129.299846,2026-07-03 08:05:00,L06,46517.0,valid
MH29831,H2983,1.067547,129.321007,2026-07-03 14:42:00,L05,44951.8,valid
MH29832,H2983,1.07411,129.315559,2026-07-03 11:35:00,L05,45007.7,valid
MH29841,H2984,1.074957,129.335966,2026-07-03 08:54:00,L04,45354.7,valid
MH29842,H2984,1.070063,129.338266,2026-07-03 10:43:00,L01,44768.3,valid
MH29843,H2984,1.074538,129.3412,2026-07-03 10:33:00,L05,43837.5,valid
MH29851,H2985,1.072315,129.355418,2026-07-03 15:33:00,L05,44269.6,valid
MH29852,H2985,1.068582,129.357301,2026-07-03 14:27:00,L05,43716.2,valid
MH29861,H2986,1.076995,129.364954,2026-07-03 16:09:00,L05,45274.8,valid
MH29862,H2986,1.07524,129.36426,2026-07-03 13:26:00,L01,45219.6,valid
MH29871,H2987,1.066362,129.387791,2026-07-03 16:06:00,L01,44213.4,valid
MH29872,H2987,1.068615,129.386629,2026-07-03 12:46:00,L05,44600.3,valid
MH29881,H2988,1.076701,129.403436,2026-07-03 11:59:00,L04,43625.0,valid
MH29882,H2988,1.077741,129.403723,2026-07-03 14:42:00,L04,43358.2,valid
MH29891,H2989,1.077039,129.418141,2026-07-03 13:22:00,L01,45919.7,valid
MH29892,H2989,1.07743,129.412747,2026-07-03 10:55:00,L01,45898.4,valid
MH29893,H2989,1.068976,129.416085,2026-07-03 09:55:00,L03,45039.6,valid
MH29901,H2990,1.071672,129.434851,2026-07-03 15:33:00,L02,45049.2,valid
MH29902,H2990,1.066612,129.433429,2026-07-03 09:01:00,L02,45677.2,valid
MH29903,H2990,1.066599,129.431696,2026-07-03 09:13:00,L05,44346.9,valid
MH29911,H2991,1.077704,129.446925,2026-07-03 11:56:00,L05,45528.4,valid
MH29912,H2991,1.070657,129.444646,2026-07-03 11:10:00,L01,44216.3,valid
MH29921,H2992,1.066182,129.469406,2026-07-03 16:50:00,L01,43999.1,valid
MH29922,H2992,1.066897,129.46136,2026-07-03 07:13:00,L02,44150.5,valid
MH29931,H2993,1.075802,129.478438,2026-07-03 09:07:00,L06,42920.9,valid
MH29932,H2993,1.066997,129.4845,2026-07-03 12:40:00,L05,43064.6,valid
MH29941,H2994,1.072551,129.496811,2026-07-03 14:50:00,L04,44461.5,valid
MH29942,H2994,1.071896,129.492537,2026-07-03 08:56:00,L03,44229.7,valid
MH29951,H2995,1.067149,129.510374,2026-07-03 10:27:00,L01,44214.3,valid
MH29952,H2995,1.074056,129.506465,2026-07-03 10:12:00,L06,45082.4,valid
MH29961,H2996,1.073577,129.523255,2026-07-03 11:17:00,L03,43595.8,valid
MH29962,H2996,1.07617,129.525436,2026-07-03 10:46:00,L06,44228.9,valid
MH29971,H2997,1.073834,129.539151,2026-07-03 13:32:00,L02,46103.2,valid
MH29972,H2997,1.069354,129.548766,2026-07-03 10:53:00,L06,46062.5,valid
MH29981,H2998,1.073272,129.555907,2026-07-03 15:25:00,L06,44827.4,valid
MH29982,H2998,1.073977,129.555374,2026-07-03 08:06:00,L05,45344.7,valid
MH29991,H2999,1.070132,129.57368,2026-07-03 09:29:00,L06,45654.7,valid
MH29992,H2999,1.07516,129.57089,2026-07-03 15:03:00,L06,46334.6,valid
MH30001,H3000,1.067015,129.593961,2026-07-03 08:48:00,L05,46127.0,valid
MH30002,H3000,1.077134,129.58796,2026-07-03 14:56:00,L02,44905.4,valid
MH30011,H3001,1.082782,128.004638,2026-07-03 11:39:00,L04,44417.7,valid
MH30012,H3001,1.091441,128.003013,2026-07-03 16:32:00,L04,45247.6,valid
MH30021,H3002,1.083837,128.020632,2026-07-03 11:19:00,L03,43884.1,valid
MH30022,H3002,1.088906,128.026719,2026-07-03 12:51:00,L01,44399.6,valid
MH30031,H3003,1.089783,128.038137,2026-07-03 11:55:00,L01,44878.0,valid
MH30032,H3003,1.08213,128.040686,2026-07-03 07:48:00,L03,44109.6,valid
MH30041,H3004,1.092846,128.057157,2026-07-03 09:31:00,L05,45263.2,valid
MH30042,H3004,1.091704,128.060635,2026-07-03 10:01:00,L06,45724.0,valid
MH30043,H3004,1.08453,128.06122,2026-07-03 11:48:00,L05,44197.7,valid
MH30051,H3005,1.093887,128.076748,2026-07-03 16:26:00,L03,46168.1,valid
MH30052,H3005,1.082492,128.077125,2026-07-03 08:36:00,L05,45987.1,valid
MH30061,H3006,1.088733,128.083075,2026-07-03 07:16:00,L02,45063.6,valid
MH30062,H3006,1.090082,128.083989,2026-07-03 15:49:00,L01,46109.9,valid
MH30063,H3006,1.090506,128.086393,2026-07-03 16:53:00,L01,45387.7,valid
MH30071,H3007,1.092335,128.099515,2026-07-03 08:37:00,L03,43310.3,valid
MH30072,H3007,1.088937,128.102494,2026-07-03 15:10:00,L02,43390.6,valid
MH30081,H3008,1.083352,128.121744,2026-07-03 15:41:00,L05,45239.1,valid
MH30082,H3008,1.093992,128.121751,2026-07-03 08:41:00,L01,45509.6,valid
MH30091,H3009,1.093567,128.130124,2026-07-03 12:05:00,L03,43653.7,valid
MH30092,H3009,1.083399,128.138144,2026-07-03 08:53:00,L05,45118.4,valid
MH30101,H3010,1.086649,128.147087,2026-07-03 07:43:00,L02,45031.0,valid
MH30102,H3010,1.091055,128.152816,2026-07-03 08:24:00,L05,45993.0,valid
MH30111,H3011,1.091555,128.163791,2026-07-03 08:07:00,L06,45192.8,valid
MH30112,H3011,1.085332,128.163736,2026-07-03 15:00:00,L06,44514.4,valid
MH30121,H3012,1.083607,128.180043,2026-07-03 14:18:00,L06,43469.8,valid
MH30122,H3012,1.085753,128.184882,2026-07-03 09:48:00,L03,45042.1,valid
MH30123,H3012,1.087752,128.185921,2026-07-03 15:23:00,L03,44008.9,valid
MH30131,H3013,1.092855,128.20311,2026-07-03 11:58:00,L06,44054.7,valid
MH30132,H3013,1.093981,128.199965,2026-07-03 15:52:00,L05,43217.3,valid
MH30141,H3014,1.093971,128.213638,2026-07-03 11:41:00,L04,45040.7,valid
MH30142,H3014,1.082038,128.220702,2026-07-03 15:40:00,L04,44786.5,valid
MH30143,H3014,1.092739,128.220044,2026-07-03 13:26:00,L06,45502.1,valid
MH30151,H3015,1.08411,128.229494,2026-07-03 13:21:00,L03,47012.0,valid
MH30152,H3015,1.092425,128.231785,2026-07-03 14:37:00,L01,46499.6,valid
MH30161,H3016,1.093718,128.242028,2026-07-03 07:44:00,L03,44935.5,valid
MH30162,H3016,1.082705,128.24729,2026-07-03 16:51:00,L06,44771.3,valid
MH30171,H3017,1.089017,128.266569,2026-07-03 11:03:00,L06,44504.4,valid
MH30172,H3017,1.089752,128.258222,2026-07-03 10:24:00,L03,45157.4,valid
MH30181,H3018,1.086791,128.282311,2026-07-03 16:49:00,L04,46418.5,valid
MH30182,H3018,1.082777,128.276723,2026-07-03 11:57:00,L05,45960.8,valid
MH30191,H3019,1.08848,128.29847,2026-07-03 10:30:00,L02,43359.9,valid
MH30192,H3019,1.086473,128.290123,2026-07-03 16:15:00,L06,44266.8,valid
MH30201,H3020,1.088739,128.317433,2026-07-03 10:42:00,L05,43468.9,valid
MH30202,H3020,1.088005,128.317635,2026-07-03 07:02:00,L04,43869.7,valid
MH30211,H3021,1.083672,128.330453,2026-07-03 10:56:00,L02,45786.5,valid
MH30212,H3021,1.088084,128.331371,2026-07-03 12:32:00,L02,45759.3,valid
MH30221,H3022,1.083656,128.343813,2026-07-03 12:05:00,L01,44832.1,valid
MH30222,H3022,1.084802,128.344057,2026-07-03 16:16:00,L06,44242.1,valid
MH30223,H3022,1.089933,128.34572,2026-07-03 14:01:00,L04,45147.9,valid
MH30231,H3023,1.090262,128.356702,2026-07-03 12:42:00,L01,44863.3,valid
MH30232,H3023,1.084282,128.361889,2026-07-03 14:38:00,L03,45125.3,valid
MH30241,H3024,1.086598,128.376593,2026-07-03 09:04:00,L03,43403.5,valid
MH30242,H3024,1.083325,128.371489,2026-07-03 11:45:00,L05,43490.7,valid
MH30251,H3025,1.088319,128.396931,2026-07-03 12:55:00,L03,45094.7,valid
MH30252,H3025,1.083512,128.387765,2026-07-03 15:56:00,L06,46188.1,valid
MH30253,H3025,1.084659,128.396785,2026-07-03 15:37:00,L02,44759.0,valid
MH30261,H3026,1.090973,128.405717,2026-07-03 15:11:00,L01,44934.8,valid
MH30262,H3026,1.085747,128.413073,2026-07-03 12:42:00,L01,44571.4,valid
MH30263,H3026,1.085471,128.403306,2026-07-03 12:34:00,L04,45108.4,valid
MH30271,H3027,1.091522,128.418277,2026-07-03 09:09:00,L05,43705.2,valid
MH30272,H3027,1.08737,128.420111,2026-07-03 08:17:00,L02,44662.2,valid
MH30281,H3028,1.092654,128.435977,2026-07-03 16:28:00,L05,45394.0,valid
MH30282,H3028,1.090362,128.44376,2026-07-03 07:08:00,L06,45023.2,valid
MH30283,H3028,1.083892,128.440162,2026-07-03 14:37:00,L04,44429.5,valid
MH30291,H3029,1.085157,128.46117,2026-07-03 13:54:00,L06,46689.6,valid
MH30292,H3029,1.085312,128.452396,2026-07-03 12:00:00,L06,45417.6,valid
MH30301,H3030,1.08896,128.475889,2026-07-03 14:15:00,L02,45417.5,valid
MH30302,H3030,1.091992,128.467387,2026-07-03 10:24:00,L01,46378.7,valid
MH30311,H3031,1.093485,128.487018,2026-07-03 08:10:00,L06,45069.5,valid
MH30312,H3031,1.085299,128.485271,2026-07-03 13:13:00,L04,44335.9,valid
MH30321,H3032,1.084161,128.504919,2026-07-03 07:10:00,L03,44575.1,valid
MH30322,H3032,1.086571,128.504689,2026-07-03 13:37:00,L04,44161.2,valid
MH30331,H3033,1.083745,128.517397,2026-07-03 14:40:00,L06,43690.0,valid
MH30332,H3033,1.084337,128.522021,2026-07-03 15:23:00,L05,43991.1,valid
MH30341,H3034,1.084807,128.533253,2026-07-03 07:37:00,L03,44443.0,valid
MH30342,H3034,1.087154,128.533087,2026-07-03 12:31:00,L02,45330.7,valid
MH30343,H3034,1.089524,128.541027,2026-07-03 11:37:00,L04,45607.3,valid
MH30351,H3035,1.085448,128.556974,2026-07-03 11:22:00,L05,44156.7,valid
MH30352,H3035,1.091101,128.552629,2026-07-03 16:23:00,L01,44269.7,valid
MH30361,H3036,1.089838,128.563509,2026-07-03 09:09:00,L04,44027.9,valid
MH30362,H3036,1.093175,128.564131,2026-07-03 11:11:00,L05,44533.4,valid
MH30363,H3036,1.084219,128.569142,2026-07-03 13:16:00,L05,45595.9,valid
MH30371,H3037,1.083918,128.580933,2026-07-03 16:53:00,L03,46151.8,valid
MH30372,H3037,1.084604,128.585169,2026-07-03 07:57:00,L06,45864.5,valid
MH30373,H3037,1.089034,128.589755,2026-07-03 09:23:00,L04,46936.0,valid
MH30381,H3038,1.085692,128.604884,2026-07-03 07:38:00,L02,45340.5,valid
MH30382,H3038,1.085183,128.596168,2026-07-03 07:02:00,L02,46759.0,valid
MH30391,H3039,1.09033,128.621871,2026-07-03 12:46:00,L04,43986.8,valid
MH30392,H3039,1.088993,128.614347,2026-07-03 14:02:00,L03,43485.9,valid
MH30401,H3040,1.082858,128.627315,2026-07-03 09:05:00,L02,46501.8,valid
MH30402,H3040,1.093727,128.635479,2026-07-03 14:58:00,L03,45922.5,valid
MH30411,H3041,1.0838,128.645092,2026-07-03 09:55:00,L03,44017.4,valid
MH30412,H3041,1.089312,128.643908,2026-07-03 11:38:00,L01,43139.1,valid
MH30413,H3041,1.082996,128.649566,2026-07-03 12:40:00,L06,43757.2,valid
MH30421,H3042,1.090092,128.665117,2026-07-03 12:04:00,L06,45477.6,valid
MH30422,H3042,1.087998,128.665996,2026-07-03 14:08:00,L04,44757.2,valid
MH30431,H3043,1.09175,128.680721,2026-07-03 15:10:00,L05,45594.9,valid
MH30432,H3043,1.090458,128.677907,2026-07-03 09:32:00,L04,45611.9,valid
MH30441,H3044,1.08279,128.69984,2026-07-03 13:08:00,L06,44705.4,valid
MH30442,H3044,1.086166,128.695422,2026-07-03 07:53:00,L02,44251.0,valid
MH30451,H3045,1.083341,128.710314,2026-07-03 16:50:00,L02,43622.5,valid
MH30452,H3045,1.092929,128.712949,2026-07-03 12:16:00,L06,43825.4,valid
MH30453,H3045,1.089203,128.717165,2026-07-03 15:09:00,L03,43749.2,valid
MH30461,H3046,1.093712,128.732897,2026-07-03 09:12:00,L01,45448.2,valid
MH30462,H3046,1.091834,128.733175,2026-07-03 10:47:00,L04,45452.6,valid
MH30471,H3047,1.086843,128.745556,2026-07-03 09:57:00,L06,44689.5,valid
MH30472,H3047,1.089286,128.7455,2026-07-03 12:55:00,L01,45209.5,valid
MH30481,H3048,1.091132,128.75953,2026-07-03 10:11:00,L06,46079.3,valid
MH30482,H3048,1.082488,128.764867,2026-07-03 12:31:00,L01,45554.9,valid
MH30483,H3048,1.090812,128.759136,2026-07-03 13:38:00,L06,45790.6,valid
MH30491,H3049,1.085186,128.775911,2026-07-03 10:10:00,L06,44842.3,valid
MH30492,H3049,1.093594,128.775072,2026-07-03 11:23:00,L06,46332.5,valid
